486.0	563.5	62.0	-900.1
243.3950653076172	541.2838134765625	62.0	-900.1
177.85203552246094	539.7706909179688	61.0	-900.1
111.5404052734375	534.9073486328125	61.0	-900.1
43.94827651977539	528.9483032226562	61.0	-900.1
528.3153076171875	509.6114501953125	61.0	-900.1
363.60406494140625	459.6825866699219	62.0	-900.1
554.4243774414062	443.9369812011719	61.0	-900.1
406.375	405.5	61.0	-900.1
212.34437561035156	365.6258239746094	61.0	-900.1
453.1258850097656	359.2518005371094	61.0	-900.1
147.0	344.1111145019531	61.0	-900.1
266.56304931640625	328.12982177734375	61.0	-900.1
80.76168823242188	316.9867858886719	61.0	-900.1
500.9406433105469	315.7335205078125	61.0	-900.1
399.9464416503906	221.89285278320312	61.0	-900.1
179.0	221.0	61.0	-900.1
240.5	191.5	60.0	-900.1
426.2323913574219	155.7183074951172	61.0	-900.1
539.8787841796875	152.757568359375	61.0	-900.1
182.58656311035156	149.76866149902344	61.0	-900.1
317.54864501953125	88.62248229980469	61.0	-900.1
519.0999755859375	87.9000015258789	61.0	-900.1
263.9989318847656	43.188697814941406	61.0	-900.1
